0,1,2,3,4,5
0.173,0,0,0,2,2
0.173,0,0,0,2,2
-0.332,0,0,0,1,1
-0.332,0,0,0,1,1
0.171,0,0,0,2,2
0.171,0,0,0,2,2
-0.335,0,0,0,1,1
-0.335,0,0,0,1,1
0.169,0,0,0,2,2
0.169,0,0,0,2,2
-0.337,0,0,0,1,1
-0.337,0,0,0,1,1
0.166,0,0,0,2,2
0.166,0,0,0,2,2
-0.34,0,0,0,1,1
-0.34,0,0,0,1,1
0.163,0,0,0,2,2
0.163,0,0,0,2,2
-0.343,0,0,0,1,1
-0.343,0,0,0,1,1
0.161,0,0,0,2,2
0.161,0,0,0,2,2
0.169,0,0,0,1,1
-0.346,0,0,0,1,1
0.158,0,0,0,2,2
0.158,0,0,0,2,2
-0.349,0,0,0,1,1
-0.349,0,0,0,1,1
0.155,0,0,0,2,2
0.155,0,0,0,2,2
0.169,0,0,0,1,1
-0.352,0,0,0,1,1
0.151,0,0,0,2,2
0.151,0,0,0,2,2
-0.356,0,0,0,1,1
-0.356,0,0,0,1,1
0.148,0,0,0,2,2
0.148,0,0,0,2,2
-0.36,0,0,0,1,1
-0.36,0,0,0,1,1
0.144,0,0,0,2,2
0.144,0,0,0,2,2
-0.364,0,0,0,1,1
-0.364,0,0,0,1,1
0.14,0,0,0,2,2
0.14,0,0,0,2,2
-0.369,0,0,0,1,1
-0.369,0,0,0,1,1
0.135,0,0,0,2,2
0.135,0,0,0,2,2
0.169,0,0,0,1,1
-0.374,0,0,0,1,1
0.13,0,0,0,2,2
0.13,0,0,0,2,2
-0.379,0,0,0,1,1
-0.379,0,0,0,1,1
0.125,0,0,0,2,2
0.125,0,0,0,2,2
-0.385,0,0,0,1,1
-0.385,0,0,0,1,1
0.169,0,0,0,2,2
0.119,0,0,0,2,2
-0.391,0,0,0,1,1
-0.391,0,0,0,1,1
0.113,0,0,0,2,2
0.113,0,0,0,2,2
-0.398,0,0,0,1,1
-0.398,0,0,0,1,1
0.106,0,0,0,2,2
0.106,0,0,0,2,2
-0.405,0,0,0,1,1
-0.405,0,0,0,1,1
0.099,0,0,0,2,2
0.099,0,0,0,2,2
-0.413,0,0,0,1,1
-0.413,0,0,0,1,1
0.09,0,0,0,2,2
0.09,0,0,0,2,2
-0.422,0,0,0,1,1
-0.422,0,0,0,1,1
0.081,0,0,0,2,2
0.081,0,0,0,2,2
-0.432,0,0,0,1,1
-0.432,0,0,0,1,1
0.169,0,0,0,2,2
0.071,0,0,0,2,2
-0.443,0,0,0,1,1
-0.443,0,0,0,1,1
0.06,0,0,0,2,2
0.06,0,0,0,2,2
-0.455,0,0,0,1,1
-0.455,0,0,0,1,1
0.047,0,0,0,2,2
0.047,0,0,0,2,2
-0.468,0,0,0,1,1
-0.468,0,0,0,1,1
0.169,0,0,0,2,2
0.033,0,0,0,2,2
-0.483,0,0,0,1,1
-0.483,0,0,0,1,1
0.018,0,0,0,2,2
0.018,0,0,0,2,2
-0.5,0,0,0,1,1
-0.5,0,0,0,1,1
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.169,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
-0.974,0,0,0,1,1
-0.974,0,0,0,1,1
-0.487,0,0,0,1,1
-0.487,0,0,0,1,1
0.014,1,0,0,2,2
0.014,1,0,0,2,2
-0.5,0,0,0,1,1
-0.5,0,0,0,1,1
0.0,0,0,0,0,0
0.0,0,0,0,0,0
0.0,0,0,0,0,0
