2,3,4,5,6,7
130.0,0.5,1,0,0,3
130.38,0.524,1,0,0,3
131.53,0.5489999999999999,1,0,0,3
133.42,0.5720000000000001,1,0,0,3
136.01,0.595,1,0,0,3
139.28,0.617,1,0,0,3
143.18,0.638,1,0,0,3
147.65,0.657,1,0,0,3
152.64,0.6759999999999999,1,0,0,3
158.11,0.693,1,0,0,3
164.01,0.7090000000000001,1,0,0,3
170.29,0.7240000000000001,1,0,0,3
176.92,0.737,1,0,0,3
183.85,0.75,1,0,0,3
191.05,0.762,1,0,0,3
198.49,0.773,1,0,0,3
206.16,0.7829999999999999,1,0,0,3
214.01,0.792,1,0,0,3
222.04,0.8009999999999999,1,0,0,3
216.33,0.313,0,0,0,4
210.95,0.325,0,0,0,4
205.91,0.33899999999999997,0,0,0,4
201.25,0.35200000000000004,0,0,0,4
196.98,0.36700000000000005,0,0,0,4
193.13,0.382,0,0,0,4
183.85,-0.124,0,0,0,1
174.64,-0.131,0,0,0,1
165.53,-0.139,0,0,0,1
156.52,-0.14800000000000002,0,0,0,1
147.65,-0.157,0,0,0,1
138.92,-0.168,0,0,0,1
130.38,-0.18,0,0,0,1
122.07,-0.19399999999999998,0,0,0,1
114.02,-0.21,0,0,0,1
106.3,-0.22899999999999998,0,0,0,1
98.99,-0.25,0,0,0,1
92.2,-0.27399999999999997,0,0,0,1
86.02,-0.303,0,0,0,1
80.62,-0.335,0,0,0,1
76.16,-0.371,0,0,0,1
72.8,-0.41100000000000003,0,0,0,1
70.71,-0.455,0,0,0,1
60.83,0.053,0,0,0,4
50.99,0.063,0,0,0,4
41.23,0.078,0,0,0,4
31.62,0.102,0,0,0,4
22.36,0.14800000000000002,0,0,0,4
189.74,-0.39799999999999996,0,0,0,4
186.82,-0.414,0,0,0,4
184.39,-0.43,0,0,0,4
182.48,-0.447,0,0,0,4
181.11,-0.465,0,0,0,4
180.28,-0.48200000000000004,0,0,0,4
180.0,-0.5,0,0,0,4
170.0,0.0,0,0,0,3
160.0,0.0,0,0,0,3
150.0,0.0,0,0,0,3
140.0,0.0,0,0,0,3
130.0,0.0,0,0,0,3
120.0,0.0,0,0,0,3
110.0,0.0,0,0,0,3
100.0,0.0,0,0,0,3
90.0,0.0,0,0,0,3
80.0,0.0,0,0,0,3
70.0,0.0,0,0,0,3
60.0,0.0,0,0,0,3
50.0,0.0,0,0,0,3
40.0,0.0,0,0,0,3
30.0,0.0,0,0,0,3
20.0,0.0,0,0,0,3
111.8,-0.648,0,0,0,3
116.62,-0.672,0,0,0,3
122.07,-0.6940000000000001,0,0,0,3
128.06,-0.715,0,0,0,3
134.54,-0.733,0,0,0,3
141.42,-0.75,0,0,0,3
148.66,-0.765,0,0,0,3
142.13,-0.282,0,0,0,2
136.01,-0.3,0,0,0,2
130.38,-0.32,0,0,0,2
125.3,-0.341,0,0,0,2
120.83,-0.364,0,0,0,2
117.05,-0.389,0,0,0,2
114.02,-0.415,0,0,0,2
111.8,-0.44299999999999995,0,0,0,2
110.45,-0.47100000000000003,0,0,0,2
110.0,-0.5,0,0,0,2
100.0,0.0,0,0,0,1
90.0,0.0,0,0,0,1
80.0,0.0,0,0,0,1
70.0,0.0,0,0,0,1
60.0,0.0,0,0,0,1
50.0,0.0,0,0,0,1
40.0,0.0,0,0,0,1
30.0,0.0,0,0,0,1
20.0,0.0,0,0,0,1
406.08,-0.445,0,0,0,1
404.47,-0.45299999999999996,0,0,0,1
403.11,-0.46,0,0,0,1
402.0,-0.46799999999999997,0,0,0,1
401.12,-0.47600000000000003,0,0,0,1
400.5,-0.484,0,0,0,1
400.12,-0.49200000000000005,0,0,0,1
400.0,-0.5,0,0,0,1
390.0,0.0,0,0,0,4
380.0,0.0,0,0,0,4
370.0,0.0,0,0,0,4
360.0,0.0,0,0,0,4
350.0,0.0,0,0,0,4
340.0,0.0,0,0,0,4
330.0,0.0,0,0,0,4
320.0,0.0,0,0,0,4
310.0,0.0,0,0,0,4
300.0,0.0,0,0,0,4
290.0,0.0,0,0,0,4
280.0,0.0,0,0,0,4
270.0,0.0,0,0,0,4
260.0,0.0,0,0,0,4
250.0,0.0,0,0,0,4
240.0,0.0,0,0,0,4
230.0,0.0,0,0,0,4
220.0,0.0,0,0,0,4
210.0,0.0,0,0,0,4
200.0,0.0,0,0,0,4
190.0,0.0,0,0,0,4
180.0,0.0,0,0,0,4
170.0,0.0,0,0,0,4
160.0,0.0,0,0,0,4
150.0,0.0,0,0,0,4
140.0,0.0,0,0,0,4
130.0,0.0,0,0,0,4
120.0,0.0,0,0,0,4
110.0,0.0,0,0,0,4
100.0,0.0,0,0,0,4
90.0,0.0,0,0,0,4
80.0,0.0,0,0,0,4
70.0,0.0,0,0,0,4
60.0,0.0,0,0,0,4
50.0,0.0,0,0,0,4
40.0,0.0,0,0,0,4
30.0,0.0,0,0,0,4
20.0,0.0,0,0,0,4
85.44,-0.614,0,0,0,4
89.44,-0.648,0,0,0,4
94.34,-0.6779999999999999,0,0,0,4
100.0,-0.705,0,0,0,4
106.3,-0.7290000000000001,0,0,0,4
113.14,-0.75,0,0,0,4
106.3,-0.271,0,0,0,3
100.0,-0.295,0,0,0,3
94.34,-0.322,0,0,0,3
89.44,-0.35200000000000004,0,0,0,3
85.44,-0.386,0,0,0,3
82.46,-0.42200000000000004,0,0,0,3
80.62,-0.46,0,0,0,3
80.0,-0.5,0,0,0,3
70.0,0.0,0,0,0,2
60.0,0.0,0,0,0,2
50.0,0.0,0,0,0,2
40.0,0.0,0,0,0,2
30.0,0.0,0,0,0,2
20.0,0.0,0,0,0,2
467.55,0.26899999999999996,0,0,0,2
460.98,0.27399999999999997,0,0,0,2
454.53,0.28,0,0,0,2
448.22,0.285,0,0,0,2
442.04,0.29100000000000004,0,0,0,2
436.0,0.297,0,0,0,2
430.12,0.303,0,0,0,2
424.38,0.309,0,0,0,2
418.81,0.315,0,0,0,2
413.4,0.321,0,0,0,2
408.17,0.32799999999999996,0,0,0,2
403.11,0.335,0,0,0,2
398.25,0.342,0,0,0,2
393.57,0.349,0,0,0,2
389.1,0.35600000000000004,0,0,0,2
384.84,0.364,0,0,0,2
380.79,0.371,0,0,0,2
376.96,0.379,0,0,0,2
373.36,0.387,0,0,0,2
370.0,0.395,0,0,0,2
366.88,0.40299999999999997,0,0,0,2
364.01,0.41100000000000003,0,0,0,2
361.39,0.42,0,0,0,2
359.03,0.428,0,0,0,2
356.93,0.43700000000000006,0,0,0,2
355.11,0.446,0,0,0,2
353.55,0.455,0,0,0,2
352.28,0.46399999999999997,0,0,0,2
351.28,0.473,0,0,0,2
350.57,0.48200000000000004,0,0,0,2
350.14,0.491,0,0,0,2
350.0,0.5,0,0,0,2
340.0,0.0,0,0,0,3
330.0,0.0,0,0,0,3
320.0,0.0,0,0,0,3
310.0,0.0,0,0,0,3
300.0,0.0,0,0,0,3
290.0,0.0,0,0,0,3
280.0,0.0,0,0,0,3
270.0,0.0,0,0,0,3
260.0,0.0,0,0,0,3
250.0,0.0,0,0,0,3
240.0,0.0,0,0,0,3
230.0,0.0,0,0,0,3
220.0,0.0,0,0,0,3
210.0,0.0,0,0,0,3
200.0,0.0,0,0,0,3
190.0,0.0,0,0,0,3
180.0,0.0,0,0,0,3
170.0,0.0,0,0,0,3
160.0,0.0,0,0,0,3
150.0,0.0,0,0,0,3
140.0,0.0,0,0,0,3
130.0,0.0,0,0,0,3
120.0,0.0,0,0,0,3
110.0,0.0,0,0,0,3
100.0,0.0,0,0,0,3
90.0,0.0,0,0,0,3
80.0,0.0,0,0,0,3
70.0,0.0,0,0,0,3
60.0,0.0,0,0,0,3
50.0,0.0,0,0,0,3
40.0,0.0,0,0,0,3
30.0,0.0,0,0,0,3
20.0,0.0,0,0,0,3
347.13,0.769,0,0,0,3
354.68,0.775,0,0,0,3
362.35,0.7809999999999999,0,0,0,3
370.14,0.787,0,0,0,3
378.02,0.792,0,0,0,3
386.01,0.797,0,0,0,3
394.08,0.802,0,0,0,3
388.33,0.308,0,0,0,4
382.75,0.315,0,0,0,4
377.36,0.322,0,0,0,4
372.16,0.32899999999999996,0,0,0,4
367.15,0.337,0,0,0,4
358.47,-0.16699999999999998,0,0,0,1
349.86,-0.172,0,0,0,1
341.32,-0.177,0,0,0,1
332.87,-0.182,0,0,0,1
324.5,-0.187,0,0,0,1
316.23,-0.193,0,0,0,1
308.06,-0.19899999999999998,0,0,0,1
300.0,-0.205,0,0,0,1
292.06,-0.21100000000000002,0,0,0,1
284.25,-0.218,0,0,0,1
276.59,-0.226,0,0,0,1
269.07,-0.233,0,0,0,1
261.73,-0.24100000000000002,0,0,0,1
254.56,-0.25,0,0,0,1
247.59,-0.259,0,0,0,1
240.83,-0.26899999999999996,0,0,0,1
234.31,-0.27899999999999997,0,0,0,1
228.04,-0.29,0,0,0,1
222.04,-0.301,0,0,0,1
216.33,-0.313,0,0,0,1
210.95,-0.325,0,0,0,1
